%1$d already matched	%1$d ya coincidían
%1$d areas were checked and everything they need is here.	Se comprobaron %1$d áreas y está todo lo que necesitan.
%1$d fields overridden	%1$d campos sobrescritos
%1$d fields will be overridden when requested	%1$d campos se sobrescribirán cuando se soliciten
%1$d gates selected	%1$d interruptores seleccionados
%1$d minutes left	Quedan %1$d minutos
%1$d rejected	%1$d rechazados
%1$d results	%1$d resultados
%1$d results so far	%1$d resultados hasta ahora
%1$d results so far, and more not counted	%1$d resultados hasta ahora, y más sin contar
%1$d results, filtered to %2$s	%1$d resultados, filtrados por %2$s
%1$d setting was not in that file and was left as it is	%1$d ajuste no estaba en ese archivo y se dejó como estaba
%1$d settings were not in that file and were left as they are	%1$d ajustes no estaban en ese archivo y se dejaron como estaban
%1$d unavailable	%1$d no disponibles
%1$s (%2$s)	%1$s (%2$s)
%1$s (TikTok value)	%1$s (valor de TikTok)
%1$s (custom, unverified)	%1$s (personalizado, sin verificar)
%1$s (override returned)	%1$s (se devolvió la sobrescritura)
%1$s (will be returned when requested)	%1$s (se devolverá cuando se solicite)
%1$s / current cache only	%1$s / solo caché actual
%1$s / generated registry	%1$s / registro generado
%1$s / generated registry and current cache	%1$s / registro generado y caché actual
%1$s / local catalog	%1$s / catálogo local
%1$s and above	%1$s y superior
%1$s appears more than once in this file.	%1$s aparece más de una vez en este archivo.
%1$s changed	%1$s cambiados
%1$s is already hidden	%1$s ya está oculto
%1$s destinations must start with %2$s	Los destinos de %1$s deben empezar por %2$s
%1$s has an invalid value. %2$s	%1$s tiene un valor no válido. %2$s
%1$s is a kind of value the Lab cannot override.	%1$s es un tipo de valor que el Lab no puede sustituir.
%1$s has type %2$s, but the file says %3$s.	%1$s tiene el tipo %2$s, pero el archivo indica %3$s.
%1$s is not a country code, so no video would ever match it. Use two letters, like GB, IE or US.	%1$s no es un código de país, así que ningún vídeo coincidiría nunca. Usa dos letras, como GB, IE o US.
%1$s is not in this Lab catalog.	%1$s no está en este catálogo del Lab.
%1$s isn't installed or doesn't take links	%1$s no está instalado o no acepta enlaces
%1$s left	Queda %1$s
%1$s min left	Quedan %1$s min
%1$s to %2$s	De %1$s a %2$s
%1$s videos left	Quedan %1$s videos
%1$s was rejected. %2$s	%1$s fue rechazado. %2$s
%1$s, %2$s, %3$s, %4$s, %5$s	%1$s, %2$s, %3$s, %4$s, %5$s
%1$s, selected	%1$s, seleccionado
%1$s. %2$s	%1$s. %2$s
%1$s: %2$d found, %3$d missing	%1$s: %2$d encontrados, %3$d faltan
%1$s: %2$d found, %3$d missing, and more it stopped counting	%1$s: %2$d encontrados, %3$d faltan, y más que dejó de contar
%1$s: %2$d found, %3$d missing, and more it stopped counting. First missing: %4$s	%1$s: %2$d encontrados, %3$d faltan, y más que dejó de contar. El primero que faltó: %4$s
%1$s: %2$d found, %3$d missing. First missing: %4$s	%1$s: %2$d encontrados, %3$d faltan. El primero que faltó: %4$s
%1$s: %2$s	%1$s: %2$s
1 field overridden	1 campo sobrescrito
This line opens a rule and does not finish it: %1$s. Write two phrases as "a" & "b" for both, or "a" !& "b" for the first without the second.	Esta línea abre una regla y no la termina: %1$s. Escribe dos frases como "a" & "b" para pedir las dos, o "a" !& "b" para la primera sin la segunda.
This phone has no file picker, so there is no way to choose a file here	Este teléfono no tiene selector de archivos, así que aquí no se puede elegir uno
This phone has no folder picker. Type the folder into the row instead.	Este teléfono no tiene selector de carpetas. Escribe la carpeta en la fila.
This profile picture isn't available to save	Esta foto de perfil no está disponible para guardarla
This quality isn't available as a complete file, so TikTok's own save runs instead	Esta calidad no está disponible como archivo completo, así que se usa el guardado propio de TikTok
This setting's value can't be copied on this build, so it can't be overridden. Reset the override.	El valor de este ajuste no se puede copiar en esta versión, así que no se puede anular. Restablece la anulación.
This story isn't available to save	Esta historia no está disponible para guardarla
This value is required.	Este valor es obligatorio.
This video has no link to copy	Este vídeo no tiene ningún enlace que copiar
This video has no link to send, so TikTok's own save runs instead	Este vídeo no tiene ningún enlace que enviar, así que se usa el guardado propio de TikTok
This video has no original sound to save	Este vídeo no tiene sonido original que guardar
This video has no sound of its own	Este vídeo no tiene sonido propio
Thumbs down blocks the commenter	El pulgar hacia abajo bloquea a quien comenta
TikTok default	Predeterminado de TikTok
TikTok default (hold to speed up, quick share)	Predeterminado de TikTok (mantener para acelerar, compartir rápido)
TikTok did not block %1$s. Try again in a moment.	TikTok no bloqueó a %1$s. Inténtalo de nuevo en un momento.
TikTok did not unblock %1$s. Try again in a moment.	TikTok no desbloqueó a %1$s. Inténtalo de nuevo en un momento.
TikTok didn't accept the feedback. Try again later.	TikTok no aceptó el comentario. Inténtalo más tarde.
TikTok hasn't handed this setting an object to change yet. Open the part of the app that uses it, then come back.	TikTok todavía no le ha dado a este ajuste un objeto que cambiar. Abre la parte de la app que lo usa y vuelve aquí.
TikTok read it	TikTok lo leyó
TikTok read it, but the override couldn't be applied. Reset it and save it again.	TikTok la leyó, pero la sustitución no se pudo aplicar. Restablécela y guárdala de nuevo.
TikTok refused the follow: %1$s	TikTok rechazó el seguimiento: %1$s
TikTok's own value	Valor propio de TikTok
TikTok's server can put an account into an experiment that empties the Favorites tab on your profile. Keep the tab and its saved videos.	El servidor de TikTok puede meter una cuenta en un experimento que vacía la pestaña Favoritos de tu perfil. Mantiene la pestaña y sus vídeos guardados.
TikTok's size	Tamano de TikTok
Times you can open the feed anyway	Veces que puedes abrir el feed de todas formas
Today has moved on, so there is nothing to put back	El día ha avanzado, así que no hay nada que recuperar
Today is back where it was	Hoy está como estaba
Today started over. Tap again to put the counts back.	Hoy ha empezado de nuevo. Toca otra vez para recuperar las cuentas.
Today starts again	Hoy empieza otra vez
Today's budget is locked. The day starts over at %1$s.	El presupuesto de hoy está bloqueado. El día empieza de nuevo a las %1$s.
Today's budget is locked. The feed opens again at %1$s. Messages, profiles and search still work.	El presupuesto de hoy está bloqueado. El feed se abre otra vez a las %1$s. Los mensajes, los perfiles y la búsqueda siguen funcionando.
Today's budget is locked. This can be changed again at %1$s.	El presupuesto de hoy está bloqueado. Esto se podrá volver a cambiar a las %1$s.
Today: %1$d minute	Hoy: %1$d minuto
Today: %1$d minutes	Hoy: %1$d minutos
Today: %1$d video	Hoy: %1$d vídeo
Today: %1$d videos	Hoy: %1$d vídeos
Tokens: {creator}, {date}, {video_id}, {index}. {index} numbers the photos of a slideshow you save with Download original photos; anything saved through TikTok's own button is numbered by the folder instead. The file extension is kept automatically.	Comodines: {creator}, {date}, {video_id}, {index}. {index} numera las fotos de una presentación que guardes con Descargar las fotos originales; lo que se guarde con el botón propio de TikTok lo numera la carpeta. La extensión del archivo se mantiene automáticamente.
Tokens: {creator}, {date}, {video_id}. The file extension is kept automatically.	Comodines: {creator}, {date}, {video_id}. La extensión del archivo se mantiene automáticamente.
Tokens: {date}, {media_id}. Works for image and video stickers.	Comodines: {date}, {media_id}. Sirve para los stickers de imagen y de vídeo.
Too many media saves are already running. Try again shortly.	Ya se están guardando demasiados archivos. Inténtalo dentro de un momento.
Tracking	Rastreo
Tracking, device access and links	Rastreo, acceso al dispositivo y enlaces
Translate comments as they load, using TikTok's own translator.	Traducir los comentarios a medida que se cargan, con el traductor propio de TikTok.
Transparent	Transparente
Try a different word or clear the search.	Prueba con otra palabra o borra la búsqueda.
Try again, or go back to TikTok.	Inténtalo de nuevo o vuelve a TikTok.
Turn on %1$s first.	Activa antes %1$s.
Turn on overrides	Activar las sustituciones
Turned off %1$d gates of %2$d. The rest do not take a true or false value. Restart TikTok to apply this.	%1$d interruptores de %2$d apagados. Los demás no aceptan un valor true o false. Reinicia TikTok para aplicar esto.
Turned off %1$d gates. Restart TikTok to apply this.	%1$d interruptores apagados. Reinicia TikTok para aplicar esto.
Turned off 1 gate of %2$d. The rest do not take a true or false value. Restart TikTok to apply this.	1 interruptor de %2$d apagado. Los demás no aceptan un valor true o false. Reinicia TikTok para aplicar esto.
Turned off 1 gate. Restart TikTok to apply this.	1 interruptor apagado. Reinicia TikTok para aplicar esto.
Two letters, like us, gb or jp.	Dos letras, como us, gb o jp.
Type	Tipo
Start typing	Empieza a escribir
Unavailable	No disponible
Unblock this commenter	Desbloquear a quien comenta
Unblocked %1$s	%1$s desbloqueado
Couldn't confirm the unblock for %1$s. Open their profile to check.	No se pudo confirmar el desbloqueo de %1$s. Abre su perfil para comprobarlo.
Undo	Deshacer
Undo clearing seen videos	Deshacer el borrado de vídeos vistos
Undo last Lab change	Deshacer el último cambio del Lab
Undo last restore or reset	Deshacer la última restauración o reinicio
Undoing the last change	Deshaciendo el último cambio
Until you choose here, this sheet follows your choices under Hide share actions.	Hasta que elijas aquí, esta hoja sigue tus opciones en Ocultar acciones de compartir.
Up to %1$d speeds from %2$s to %3$s, separated by commas. Example: 0.5, 1, 1.5, 2, 2.5, 3. Leave empty for TikTok's list. Restart TikTok to apply this.	Hasta %1$d velocidades de %2$s a %3$s, separadas por comas. Por ejemplo: 0.5, 1, 1.5, 2, 2.5, 3. Déjalo vacío para la lista de TikTok. Reinicia TikTok para que se aplique.
Use 0 for TikTok's size, or %1$d to %2$d. Applies to the next caption.	Usa 0 para el tamaño de TikTok, o de %1$d a %2$d. Se aplica al siguiente subtítulo.
Use Save JSON for this large report	Usa Guardar JSON para este informe tan grande
Use TikTok's own hold, pull down and release gesture to keep playing at the hold speed, 2x unless Playback sets another.	Usar el gesto propio de TikTok de mantener, deslizar hacia abajo y soltar para seguir a la velocidad de mantener pulsado, que es 2x salvo que elijas otra en Reproducción.
Use a default playback speed	Usar una velocidad de reproducción predeterminada
Use non-personalized search	Usar la búsqueda sin personalizar
Use system font	Usar la fuente del sistema
Use the preset for the region TikTok reports for your account and its shop too. May affect search.	Usar el preajuste también para la región que TikTok informa de tu cuenta y su tienda. Puede afectar a la búsqueda.
Use the selected country and operator values. This changes what the SIM says and nothing else: your IP address, your account's history and the language you read in are all unchanged, and any one of them is enough for TikTok to keep the region it already chose. Restart TikTok to apply this.	Usar el país y los valores de operador seleccionados. Esto solo cambia lo que dice la SIM: tu dirección IP, el historial de tu cuenta y el idioma en el que lees siguen igual, y con cualquiera de ellos le basta a TikTok para mantener la región que ya eligió. Reinicia TikTok para que se aplique.
Use the selected country. This changes what the SIM says and nothing else: your IP address, your account's history and the language you read in are all unchanged, and any one of them is enough for TikTok to keep the region it already chose. Restart TikTok to apply this.	Usar el país seleccionado. Esto solo cambia lo que dice la SIM: tu dirección IP, el historial de tu cuenta y el idioma en el que lees siguen igual, y con cualquiera de ellos le basta a TikTok para mantener la región que ya eligió. Reinicia TikTok para que se aplique.
Use the split layout on wider screens. Restart TikTok to apply this. If the old layout is still there, unfold again.	Usar el diseño dividido en pantallas más anchas. Reinicia TikTok para que se aplique. Si sigue el diseño antiguo, vuelve a desplegar.
Use value	Usar el valor
Use your own offline videos limit	Usar tu propio límite de vídeos sin conexión
Using TikTok's value	Se usa el valor de TikTok
Value	Valor
Value to return	Valor que se devuelve
Verified accounts	Cuentas verificadas
Version %1$s	Versión %1$s
Version %1$s for TikTok %2$s	Versión %1$s para TikTok %2$s
Video	Vídeo
Video (MP4)	Vídeo (MP4)
Video destination	Destino de los vídeos
Video download quality	Calidad de descarga del vídeo
Video filename	Nombre de archivo del vídeo
Video info	Información del vídeo
Video playback quality	Calidad de reproducción del vídeo
Video saved	Vídeo guardado
Video saved in %1$s, but only %2$s of %3$s subtitles came with it	Vídeo guardado en %1$s, pero solo llegaron %2$s de %3$s subtítulos
Video saved with %1$s subtitles in %2$s	Vídeo guardado con %1$s subtítulos en %2$s
Wait before hiding the controls.	Esperar antes de ocultar los controles.
Watching and sharing	Ver y compartir
WebP, exactly as TikTok sent it	WebP, exactamente como lo envió TikTok
What TikTok gets	Lo que TikTok recibe
When TikTok requests this key, return the selected value below	Cuando TikTok pida esta clave, devolver el valor elegido abajo
While diagnostic logging is on, a message names the part of Hushfeed that failed. Off keeps failures in the report only.	Mientras el registro de diagnóstico está activado, un mensaje indica la parte de Hushfeed que falló. Desactivado, los fallos solo quedan en el informe.
Window width needed to enable the layout. Restart TikTok to apply this.	Anchura de ventana necesaria para activar el diseño. Reinicia TikTok para que se aplique.
Words and countries	Palabras y países
Write the video's sound beside it as an .m4a. Android 10 and later file audio separately, so it lands in Music under the same folder name as your videos.	Escribir el sonido del vídeo a su lado como un .m4a. Android 10 y posteriores archivan el audio por separado, así que acaba en Music, en una carpeta con el mismo nombre que la de tus vídeos.
YTDLnis background mode	Modo en segundo plano de YTDLnis
YTDLnis download type	Tipo de descarga de YTDLnis
Yes	Sí
Your feed	Tu feed
Your filters hid everything TikTok just sent. Most were %1$s.	Tus filtros ocultaron todo lo que TikTok acaba de enviar. La mayoría era %1$s.
Your filters hid everything TikTok sent, %1$d times in a row. Most were %2$s.	Tus filtros ocultaron todo lo que TikTok envió, %1$d veces seguidas. La mayoría era %2$s.
Your operator's name, like T-Mobile.	El nombre de tu operador, como T-Mobile.
Your operator's numeric code, like 310260.	El código numérico de tu operador, como 310260.
Zero leaves the way out of the hold there every time, which is what it has always done. Anything else is how many times a day it works, and once they are gone the hold stays up until the day starts over. Ignored while the budget is locked, which takes the way out away entirely.	Cero deja la salida de la pausa disponible siempre, que es lo de siempre. Cualquier otro valor son las veces al día que funciona, y cuando se agotan la pausa se mantiene hasta que empieza el día siguiente. Se ignora mientras el límite está bloqueado, porque eso quita la salida del todo.
Zero means no limit. Counts the videos Hushfeed advanced past for you, not the ones you swiped yourself, and starts again when the feed is rebuilt or you change this number.	Cero significa sin límite. Cuenta los vídeos que Hushfeed pasó por ti, no los que deslizaste tú, y empieza de nuevo cuando el feed se reconstruye o cambias este número.
Zero shows the notice and leaves the feed alone. Anything else covers the feed for that many minutes once a budget is reached. Messages, profiles and search keep working, and nothing in the feed is thrown away.	Cero muestra el aviso y deja el feed en paz. Cualquier otro valor cubre el feed durante esos minutos en cuanto se alcanza un límite. Los mensajes, los perfiles y la búsqueda siguen funcionando, y no se descarta nada del feed.
Zero switches this off. A short reminder after that many minutes of watching, and again after the same again. Time on messages, a profile or search does not count, and nothing is shown while the feed is on hold.	Cero lo desactiva. Un aviso breve tras esos minutos de visionado, y otra vez después de los mismos. El tiempo en mensajes, un perfil o la búsqueda no cuenta, y no se muestra nada mientras el feed está en pausa.
Zero switches this off. Count every video that comes up in the feed, however you got to it, and say so once the count is reached. This is separate from the auto-advance session limit under Playback, which only counts videos Hushfeed itself advanced past.	Cero lo desactiva. Cuenta cada vídeo que aparece en el feed, sin importar cómo llegaste a él, y avisa cuando se alcanza la cifra. Es independiente del límite de sesión del avance automático, en Reproducción, que solo cuenta los vídeos que Hushfeed pasó por ti.
Zero switches this off. Count the minutes the player spends running in the feed. Time on messages, a profile or search does not count.	Cero lo desactiva. Cuenta los minutos que el reproductor pasa funcionando en el feed. El tiempo en mensajes, un perfil o la búsqueda no cuenta.
collapsed	Contraído
expanded	Expandido
Already active	Ya está activo
Applying Calm feed	Aplicando Feed tranquilo
Calm feed	Feed tranquilo
Calm feed couldn't be applied. Nothing was changed.	No se pudo aplicar Feed tranquilo. No se cambió nada.
Calm feed couldn't start. Try again shortly.	No se pudo iniciar Feed tranquilo. Vuelve a intentarlo en breve.
Calm feed is on. Restart TikTok to apply every change.	Feed tranquilo está activado. Reinicia TikTok para aplicar todos los cambios.
Calm feed is on.	Feed tranquilo está activado.
Changed	Cambiado
Hide ads, Shop posts, LIVE videos and replays, promotional music, and paid partnerships.	Oculta anuncios, publicaciones de Tienda, vídeos LIVE y repeticiones, música promocional y colaboraciones pagadas.
On	Activado
On. Restore puts back the feed setup you had before.	Activado. Restaurar recupera la configuración del feed que tenías antes.
Preset	Preajuste
Quick setup	Configuración rápida
Restore setup	Restaurar configuración
Restoring setup	Restaurando configuración
Some Calm feed settings changed. Restore still puts back your earlier setup.	Algunos ajustes de Feed tranquilo han cambiado. Restaurar seguirá recuperando tu configuración anterior.
Use Calm feed	Usar Feed tranquilo
Working	En curso
Your current settings already match Calm feed.	Tus ajustes actuales ya coinciden con Feed tranquilo.
Your previous feed setup couldn't be restored. Nothing was changed.	No se pudo restaurar tu configuración anterior del feed. No se cambió nada.
Your previous feed setup is back. Restart TikTok to apply every change.	Se ha recuperado tu configuración anterior del feed. Reinicia TikTok para aplicar todos los cambios.
Your previous feed setup is back.	Se ha recuperado tu configuración anterior del feed.
Hide search suggestions above comments	Ocultar sugerencias de búsqueda sobre los comentarios
Compact comment header	Cabecera de comentarios compacta
Easier comment likes	Dar me gusta con más facilidad
Hide the Full screen button	Ocultar el botón de pantalla completa
Hide the Full screen button over videos. Playback and automatic rotation keep working as before.	Oculta el botón de pantalla completa que aparece sobre los videos. La reproducción y la rotación automática siguen funcionando como antes.
Hide location labels	Ocultar etiquetas de ubicación
Hide the search bar below videos	Ocultar la barra de búsqueda bajo los videos
Hide the suggested-search strip above the bottom tabs and let video details and side controls use its space. The top search button and comments stay unchanged.	Oculta la barra de búsquedas sugeridas sobre las pestañas inferiores para que los detalles del video y los controles laterales usen ese espacio. El botón de búsqueda superior y los comentarios no cambian.
Hide place badges on videos, including cards with multiple places. Videos and your location permissions stay unchanged.	Oculta las etiquetas de ubicación de los videos, incluidas las tarjetas con varios lugares. Los videos y tus permisos de ubicación no cambian.
Filter location-tagged videos	Filtrar videos con ubicación
Hide feed videos with place badges, even when they aren't paid ads. To keep the video and hide only its badge, use Hide location labels in Feed screen.	Oculta los videos del feed con etiquetas de ubicación, aunque no sean anuncios pagados. Para conservar el video y ocultar solo su etiqueta, usa Ocultar etiquetas de ubicación en Pantalla del feed.
Location-tagged videos	Videos con ubicación
Extend the heart's touch area into nearby blank space. The icon and row spacing stay the same. Text, Reply and other controls keep their own space.	Amplía el área táctil del corazón hacia el espacio vacío cercano. El icono y el espacio entre filas no cambian. El texto, Responder y los demás controles conservan su propia área.
Start with comments. Hide the comment count, sort and close buttons, plus the suggestion area above them. Use Back or swipe down to close comments.	Empieza directamente con los comentarios. Oculta el número de comentarios, los botones de ordenar y cerrar y el área de sugerencias de arriba. Usa Atrás o desliza hacia abajo para cerrar los comentarios.
Hide TikTok's "Search: ..." banner above the comment count. This doesn't hide the comments or Hushfeed's comment-search box.	Oculta el banner «Buscar: ...» de TikTok sobre el número de comentarios. No oculta los comentarios ni el cuadro de búsqueda de comentarios de Hushfeed.
Hide the Report button on videos	Ocultar el botón Denunciar en los videos
Hide the flag button TikTok puts above the creator's picture in some regions. You can still report a video from the share menu.	Oculta el botón con la bandera que TikTok pone encima de la foto del creador en algunas regiones. Puedes seguir denunciando un video desde el menú de compartir.
Hide search rewards	Ocultar las recompensas de búsqueda
Hide the points banner under the search box and the coin counter floating over search results, which TikTok shows in some regions. Searching works as before.	Oculta el aviso de puntos debajo del cuadro de búsqueda y el contador de monedas que flota sobre los resultados, que TikTok muestra en algunas regiones. La búsqueda funciona como antes.
%1$s hid everything TikTok sent, %2$d times in a row. Turn it off if that's not what you wanted.	%1$s ocultó todo lo que TikTok envió, %2$d veces seguidas. Desactívalo si no era lo que querías.
Show the switch	Mostrar el ajuste

Restart TikTok to apply this	Reinicia TikTok para que se aplique

this creator	este creador

%1$s day	%1$s día
%1$s days	%1$s días
%1$s dp	%1$s dp
%1$s millisecond	%1$s milisegundo
%1$s milliseconds	%1$s milisegundos
%1$s minute	%1$s minuto
%1$s minutes	%1$s minutos
%1$s point	%1$s punto
%1$s points	%1$s puntos
%1$s s	%1$s s
%1$s second	%1$s segundo
%1$s seconds	%1$s segundos
%1$s time	%1$s vez
%1$s times	%1$s veces
%1$s video	%1$s vídeo
%1$s videos	%1$s vídeos
%1$s view per comment	%1$s visualización por comentario
%1$s views per comment	%1$s visualizaciones por comentario
%1$s view per like	%1$s visualización por me gusta
%1$s views per like	%1$s visualizaciones por me gusta
%1$s, %2$s, %3$s or %4$s	%1$s, %2$s, %3$s o %4$s
%1$s, %2$s or %3$s	%1$s, %2$s o %3$s
TikTok refused the follow with code %1$s	TikTok rechazó el seguimiento con el código %1$s
TikTok refused the follow with code %1$s. A hidden CAPTCHA may be the cause.	TikTok rechazó el seguimiento con el código %1$s. Puede que la causa sea un CAPTCHA oculto.
TikTok refused the follow: %1$s A hidden CAPTCHA may be the cause.	TikTok rechazó el seguimiento: %1$s Puede que la causa sea un CAPTCHA oculto.
Hushfeed is paused	Hushfeed está en pausa
TikTok runs as if it were not patched. Your settings stay as they are.	TikTok funciona como si no tuviera parches. Tus ajustes se quedan como están.
TikTok closed three times within a minute of starting, so Hushfeed paused itself. Your settings stay as they are.	TikTok se cerró tres veces en el primer minuto después de abrirse, así que Hushfeed se pausó solo. Tus ajustes se quedan como están.
A file named hushfeed-safe-mode in TikTok's folder under Android/data paused Hushfeed. Your settings stay as they are.	Un archivo llamado hushfeed-safe-mode en la carpeta de TikTok dentro de Android/data pausó Hushfeed. Tus ajustes se quedan como están.
Turn Hushfeed back on	Volver a activar Hushfeed
Pause Hushfeed	Pausar Hushfeed
From the next start TikTok runs as if it were not patched, so you can tell whether a problem comes from Hushfeed. Your settings stay as they are.	Desde el próximo inicio, TikTok funciona como si no tuviera parches, así sabes si un problema viene de Hushfeed. Tus ajustes se quedan como están.
Hushfeed turns back on when TikTok restarts.	Hushfeed vuelve a activarse cuando TikTok se reinicie.
The file hushfeed-safe-mode couldn't be removed. Delete it from TikTok's folder under Android/data to turn Hushfeed back on.	No se pudo quitar el archivo hushfeed-safe-mode. Bórralo de la carpeta de TikTok dentro de Android/data para volver a activar Hushfeed.
Hide TikTok Shop in search	Ocultar TikTok Shop en la búsqueda
Hide the Products block and product cards in search results.	Ocultar el bloque de Productos y las tarjetas de producto en los resultados de búsqueda.
Hide TikTok's Auto scroll button	Ocultar el botón Auto scroll de TikTok
Takes TikTok's own Auto scroll action out of the video panel. Auto-advance keeps working.	Quita la acción Auto scroll de TikTok del panel del vídeo. Los vídeos siguen avanzando automáticamente.
Hide the unread badges on the bottom tabs	Ocultar las insignias de no leídos en las pestañas inferiores
Hide the red counts and dots on every bottom tab, Inbox and Profile included. The inbox itself still shows what came in.	Oculta los contadores y puntos rojos de todas las pestañas inferiores, incluidas Bandeja de entrada y Perfil. La bandeja de entrada sigue mostrando lo que ha llegado.
Speed while you hold the video	Velocidad mientras mantienes pulsado el vídeo
Hide mini dramas	Ocultar minidramas
Hide TikTok's short drama episodes and the cards that promote them.	Ocultar los episodios de dramas cortos de TikTok y las tarjetas que los promocionan.
Mini dramas	Minidramas
Swipe left	Deslizar a la izquierda
TikTok default (open the creator's profile)	Predeterminado de TikTok (abrir el perfil del creador)
Saving %1$s of %2$s	Guardando %1$s de %2$s
Stopping after this file	Se detendrá después de este archivo
Saved %1$s of %2$s, the rest cancelled	Se guardaron %1$s de %2$s, el resto se canceló
Saved %1$s of %2$s, %3$s skipped	Se guardaron %1$s de %2$s, %3$s omitidos
Saved %1$s of %2$s, %3$s skipped and the rest cancelled	Se guardaron %1$s de %2$s, %3$s omitidos y el resto cancelado
None of the photos could be saved. Try again.	No se pudo guardar ninguna de las fotos. Inténtalo de nuevo.
Saved %1$s of %2$s, the rest need more free space	Se guardaron %1$s de %2$s, el resto necesita más espacio libre
Saved %1$s of %2$s, the rest ran out of time	Se guardaron %1$s de %2$s, al resto se le acabó el tiempo
Live photo clip saved to %1$s	Clip de la foto en vivo guardado en %1$s
The live photo's clip couldn't be saved. Try again.	No se pudo guardar el clip de la foto en vivo. Inténtalo de nuevo.
Creator exceptions	Excepciones de creadores
Comma separated account handles or user ids. Their videos stay when only a filter on the kind of post, its labels, age, length or counts would hide them. Ads, blocked creators, words, sounds and countries, and seen videos still apply.	Nombres de cuenta o ids de usuario separados por comas. Sus videos se quedan cuando solo un filtro por tipo de publicación, etiquetas, antigüedad, duración o cifras los ocultaría. Los anuncios, los creadores, palabras, sonidos y países bloqueados y los videos ya vistos siguen aplicándose.
An exception names one creator, so a pattern can't be one: %1$s	Una excepción nombra a un creador, así que un patrón no puede serlo: %1$s
An exception takes a handle or id, not a display name: %1$s	Una excepción toma un nombre de cuenta o un id, no un nombre para mostrar: %1$s
Also on a block list, so still hidden: %1$s	También está en una lista de bloqueo, así que sigue oculto: %1$s
Find the sound on YouTube Music	Buscar el sonido en YouTube Music
YouTube Music isn't installed	YouTube Music no está instalado
This video's sound has no title to look for	El sonido de este video no tiene título que buscar
YouTube Music couldn't be opened. Open it yourself and search for the sound.	No se pudo abrir YouTube Music. Ábrelo tú mismo y busca el sonido.
Allow storage for TikTok in Android settings to save the live photo's clip	Permite el almacenamiento para TikTok en los ajustes de Android para guardar el clip de la foto en vivo
This is the video's own sound, so YouTube Music won't have it	Este es el sonido propio del video, así que YouTube Music no lo tendrá
Not a handle or id, so ignored: %1$s	No es un nombre de cuenta ni un id, así que se ignora: %1$s
